unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_doi
tabde-054220faa51316045cf183c7cd76c6a4,Synthetic Biology,Publication,2015-12-01,https://www.tab-beim-bundestag.de/de/pdf/publikationen/tab-brief/TAB-Brief-046.pdf,,"Antimicrobial resistance, CRISPR gene editing, Genetically modified organism",ger,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health",10.1002/hast.392
parliamentofaustraliacc-aa9c6cbc8cc1d60c88dfc9b136b5c45e,Implementation of the Defence Trade Controls Legislation Submission 12,Publication,2013-05-20,https://www.aph.gov.au/DocumentStore.ashx?id=7e78bfeb-3fd2-41c8-af9e-bcbad7f0eb75&subId=23372,,"Research, Biosecurity, Dual-use technology",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics",10.1089/15387130360514805
who-057e85c658f95c495dfc1e10207a7bae,Life science research : opportunities and risks for public health : mapping the issues,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/69142,,"Biotechnology, Vaccinia, Pharmacology",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology",10.1089/15387130360514805
gaogov-33112a1b43d75108afcae34591ce0217,Biological Laboratories: Design and Implementation Considerations for Safety Reporting Systems,Publication,2010-10-12,https://www.gao.gov/products/GAO-10-850,,"Biosafety level, Biosafety, Nuclear Regulatory Commission",eng,"health, society, health>health treatment, society>values, health>health treatment>medicine",10.1089/15387130360514805
atlanticcouncil-e3b8555570c732a1713508d894d46dd0,Alliance Reborn: An Atlantic Compact for the 21st Century,Publication,2009-01-30,https://www.atlanticcouncil.org/publications/reports/alliance-reborn-an-atlantic-compact-for-the-21st-century,,"NATO, European Union, Computer security",eng,"politics, politics>international relations>diplomacy, politics>government, politics>international relations, health, society",10.1089/15387130360514805
ifode-fa1517594711d82d825ca2357ca61c48,The Social Dilemma of Big Data: Donating Personal Data to Promote Social Welfare,Working paper,2021-03-01,https://www.cesifo.org/en/publications/2021/working-paper/social-dilemma-big-data-donating-personal-data-promote-social,,"Cooperation, Reputation, Hypothesis",eng,"economy, business and finance, economy, business and finance>economic sector, society, economy, business and finance>economic sector>computing and information technology, science and technology, society>values, health, environment",10.1007/s11948-011-9298-7
ethzcss-2f32557d7b8291a4c5dcd5faf235bcdf,"Trend Analysis Civil Protection 2035: Uncertainties, Challenges and Opportunities",Publication,2024-03-08,https://css.ethz.ch/en/publications/risk-and-resilience-reports/details.html?id=/t/r/e/n/trend_analysis_civil_protection_2035,,"Cyberattack, Emergency management, Climate resilience",eng,"disaster, accident and emergency incident, economy, business and finance, economy, business and finance>economic sector, disaster, accident and emergency incident>disaster, science and technology, environment, economy, business and finance>economic sector>computing and information technology",10.1038/s42256-022-00511-6
unidir-15b5066da15bd034c09cc6180aacd475,Stakeholder Perspectives on the Biological Weapons Convention,Publication,2022-12-06,https://unidir.org/publication/stakeholder-perspectives-on-the-biological-weapons-convention/,,"Biological warfare, Biological agent, Health security",eng,"science and technology>natural science, science and technology, health>diseases and conditions, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics",10.1038/s42256-022-00511-6
10.2796/28465,Responsible life sciences research for global health security: a guidance document,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70507,,"Biosafety, Biosecurity, Research",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, education, science and technology, society",10.1038/35077161
brookings-36bb5c3762ec8085cf67dc56cdc832e5,U.S. Nuclear and Extended Deterrence: Considerations and Challenges,Publication,2010-06-07,https://www.brookings.edu/research/u-s-nuclear-and-extended-deterrence-considerations-and-challenges/,,"No first use, Deterrence theory, START I",eng,"politics, politics>government, politics>government>defence, politics>international relations>diplomacy, politics>international relations",10.1038/35077161
gezondheidsraad-69d15f999703b83e6c02358998be1080,Defense against bioterrorism,Clinical guidance,2001-06-14,https://www.gezondheidsraad.nl/documenten/adviezen/2001/06/14/verdediging-tegen-bioterrorisme,,,dut,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",10.1038/35077161
ethzcss-48dc1f771f47088cee8a2b36804d67d4,Bulletin 2006 on Swiss security policy,Publication,2006-07-19,https://css.ethz.ch/en/publications/bulletin/details.html?id=/b/u/l/l/bulletin_2006_zur_schweizerischen_sicher,,"Sudan, Mediation, Development aid",ger,"conflicts, war and peace, conflicts, war and peace>armed conflict, conflicts, war and peace>peace process, politics, politics>government>defence, politics>government>defence>armed forces, politics>government",10.1016/j.ijid.2004.09.004
formasse-1443e19f1ebc9263e073445b2d62c17d,"Environmental consequences of GMOs, knowledge overview",Publication,2018-12-26,https://www.formas.se/kunskap-och-fordjupning/formas-rapporter/publikationer/2018-12-26-miljokonsekvenser-av-gmo-kunskapsoversikt.html,,"Genetically modified organism, Genome, Epigenetics",swe,"economy, business and finance>economic sector>agriculture, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, environment",10.1007/s10806-005-0639-x
priono-c13b1a1b65b37b11b33f4b53be8d1d23,The Security Politics of Innovation: Dual-use Technology in the EU’s Security Research Programme,Publication,2020-01-01,https://www.prio.org/Publications/Publication/?x=12372,,"Framework Programmes for Research and Technological Development, European Union, European Defence Agency",eng,"science and technology, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence, politics, science and technology>social sciences, politics>government",10.2202/1941-6008.1124
priono-c13b1a1b65b37b11b33f4b53be8d1d23,The Security Politics of Innovation: Dual-use Technology in the EU’s Security Research Programme,Publication,2020-01-01,https://www.prio.org/Publications/Publication/?x=12372,,"Policy, Framework Programmes for Research and Technological Development, European Union",eng,"science and technology, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence, politics, science and technology>social sciences, politics>government",10.1007/s11569-009-0074-y
unesco-e32c94cb60af0b1a58caf3e9bbf12688,Science for peace and development: the case of the Hippocratic Oath for scientists,Publication,2010-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000188400,,"United Nations, War, Human rights",spa,"politics>government>defence, politics>government, politics>government>defence>military equipment, science and technology>natural science, education, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, science and technology>natural science>physics, politics, politics>government>defence>military equipment>military weaponry",10.1007/s11569-009-0074-y
hcspfr-a60da3b08c9a203a20633df75976fcd0,Review of the smallpox control plan (December 2022),Publication,2022-12-16,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1279,,"Health, Medical specialties, Health sciences",fre,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics",10.3390/v2091918
